timestamp,latitude,longitude,altitude,speed,acceleration,bearing
2023-11-29 13:40:10,12.575897428,77.018822873,561.7284,,,
2023-11-29 13:40:11,12.575933598,77.018906556,561.4496,9.932592211487016,,66.1137805985694
2023-11-29 13:40:12,12.575975313,77.019004977,561.7996,11.645038732966153,1.7124465214791371,66.52655488716528
2023-11-29 13:40:13,12.576015136,77.019100122,559.9873,11.235242263325397,-0.40979646964075656,66.78843327871454
2023-11-29 13:40:14,12.576061209,77.019205061,560.3594,12.487958968625282,1.2527167052998855,65.77995789000448
2023-11-29 13:40:15,12.576101789,77.019317613,560.6864,13.021735663836408,0.5337766952111256,69.72538594818315
2023-11-29 13:40:16,12.576158527,77.01945037,559.7483,15.728506118871083,2.7067704550346754,66.35193333215682
2023-11-29 13:40:17,12.576203092,77.019583212,560.7548,15.244819861205011,-0.4836862576660721,71.0310903369388
2023-11-29 13:40:18,12.576242681,77.01972236,559.9391,15.729856059295912,0.48503619809090104,73.74836918619832
2023-11-29 13:40:19,12.576277894,77.019860318,559.3993,15.475695290321587,-0.2541607689743248,75.34427981403621
2023-11-29 13:40:20,12.57631981,77.019995822,558.5621,15.4267743515999,-0.04892093872168779,72.41457888375311
2023-11-29 13:40:21,12.576370623,77.020142294,559.11,16.870455756879128,1.4436814052792286,70.43269009780539
2023-11-29 13:40:22,12.576424313,77.020292981,557.1738,17.409248716643035,0.5387929597639065,69.94484073897206
2023-11-29 13:40:23,12.57648937,77.020456474,556.4352,19.161393606137896,1.7521448894948612,67.81918940543204
2023-11-29 13:40:24,12.576568482,77.020637868,555.8183,21.562198939171463,2.400805333033567,65.92224602098133
2023-11-29 13:40:25,12.576641362,77.020827197,555.9782,22.087643236710413,0.5254442975389502,68.47561590203247
2023-11-29 13:40:26,12.576720074,77.021015828,554.8458,22.26404242036363,0.17639918365321705,66.85138744574613
2023-11-29 13:40:27,12.576799866,77.021208563,555.967,22.720872975771073,0.4568305554074428,67.01446130247604
2023-11-29 13:40:28,12.576884334,77.021401296,555.0977,22.928704419387074,0.20783144361600137,65.81803464236725
